sno,h,sub_h,link
80,Nine migrant labourers killed in Road accident in Bihar,"Bhagalpur, May 19 () Nine migrant labourers were killed on Tuesday when the truck carrying them overturned in an attempt to avert a head-on collision with a bus in Bihar's Bhagalpur district, police said.",https://timesofindia.indiatimes.com/city/patna/nine-migrant-labourers-killed-in-road-accident-in-bihar/articleshow/75821575.cms
81,Eight migrants from Bihar killed in Road accidents,"As many as eight Bihar migrant workers were killed and 31 others injured, nine of them critically, while they were on their way home in two separate Road accidents in the past 24 hours.",https://timesofindia.indiatimes.com/city/patna/8-migrants-from-state-killed-in-road-accidents/articleshow/75744903.cms
82,Patna: Intermediate examinee dies in Road accident,,https://timesofindia.indiatimes.com/city/patna/intermediate-examinee-dies-in-road-accident/articleshow/74087856.cms
83,AIIMS-Patna felicitates Road accident survivors,The All India Institute of Medical Sciences-Patna (AIIMS-P) on Wednesday felicitated 10 persons who lost their limbs after undergoing amputation during treatment there after Road accidents. It was a part of the road safety week being organised by the institute.,https://timesofindia.indiatimes.com/city/patna/aiims-p-felicitates-road-accident-survivors/articleshow/73279619.cms
84,Road accident fatalities up 14.8% in Bihar,"The state has witnessed 14.8% increase in Road accident deaths in the first six months (January to June) of this year when compared to the same period last year. The cases of Road accidents and injuries have also increased by 10.3% and 9.1%, respectively.",https://timesofindia.indiatimes.com/city/patna/road-accident-fatalities-up-14-8-in-state/articleshow/71558898.cms
85,"Seven killed, 15 injured in Road accidents in Bihar",,https://timesofindia.indiatimes.com/city/patna/seven-killed-15-injured-in-road-accidents-in-bihar/articleshow/74268155.cms
86,Eight killed in two separate Road accidents in Aurangabad,"In Aurangabad district, eight people were killed and 12 were seriously injured in two separate Road accidents during the last 24 hours.",https://timesofindia.indiatimes.com/city/patna/8-killed-in-two-separate-road-accidents-in-aurangabad/articleshow/74197262.cms
87,6.33 per cent increase in Road accident deaths in Bihar,"The number of deaths in Road accidents in Bihar increased by 6.33% last year compared to 2018, according to the latest data of state transport department.",https://timesofindia.indiatimes.com/city/patna/6-33-increase-in-road-accident-deaths-in-state/articleshow/73218327.cms
88,Bihar: Three buses set on fire after father and son killed in Road accident,"Angry villagers set three private buses on fire on Muzaffarpur-Hajipur NH-22 after a man and his son were killed in a Road accident in Bihar's Vaishali district on Tuesday, police said.",https://timesofindia.indiatimes.com/city/patna/bihar-three-buses-set-on-fire-after-father-and-son-killed-in-road-accident/articleshow/72957471.cms
89,Four killed in bus-tempo collision in Maharashtra,"At least four people lost their lives and around 15 others were injured on Tuesday when a bus collided with a tempo in adjoining Beed district in central Maharashtra, police said.",https://timesofindia.indiatimes.com/city/aurangabad/four-killed-in-bus-tempo-collision-in-maharashtra/articleshow/72957283.cms
90,"Maharashtra: 8 killed, 8 injured in truck-taxi collision","Eight persons were killed when a truck collided with a taxi in Jalgaon district of Maharashtra on Monday, police said. The accident took place near Pimpalkotha village in Erandol tehsil on the Mumbai-Nagpur highway, police said.",https://timesofindia.indiatimes.com/city/aurangabad/maharashtra-8-killed-8-injured-in-truck-taxi-collision/articleshow/72941455.cms
91,"Two killed, 11 injured in separate accidents",Two persons were killed and 11 sustained injuries in separate Road accidents in the state in last 24 hours.,https://timesofindia.indiatimes.com/city/patna/two-killed-11-injured-in-separate-accidents/articleshow/72480135.cms
92,Bihar: Sub-inspector dies in Aurangabad accident,A police sub-inspector Amit Kishor Rajak died in a Road accident near Khaira village under Mufassil police station area in Aurangabad district on Sunday night. Three other policemen also received serious injuries in the accident.,https://timesofindia.indiatimes.com/city/patna/sub-inspector-dies-in-aurangabad-accident/articleshow/72446010.cms
93,Patna girl among 4 die in two Road accidents,,https://timesofindia.indiatimes.com/city/patna/patna-girl-among-4-die-in-two-road-accidents/articleshow/73145130.cms
94,Gaya admn concerned over Road accident deaths in district,,https://timesofindia.indiatimes.com/city/patna/gaya-admn-concerned-over-road-accident-deaths-in-district/articleshow/72373020.cms
95,Road accident claims two lives in Patna,"Two people, including a retired Patna University teacher Dr Lal Narayan Sharma (78), died after a car rammed into a roundabout at Rajendra Nagar under Kankerbagh police station area in the city on Tuesday.",https://timesofindia.indiatimes.com/city/patna/road-accident-claims-2-lives/articleshow/69655399.cms
