sno,h,sub_h,link
59,"2 motorists crash into road hump, divider; die","Two persons, including a civil engineer, died in two accidents in the city. One did not notice a road hump and lost control of his vehicle and the other crashed into a divider.",https://timesofindia.indiatimes.com/city/bengaluru/2-motorists-crash-into-road-hump-divider-die/articleshow/89911989.cms
60,651 died in Road accidents in Bengaluru last year,"A total of 651 persons were killed in Road accidents in Bengaluru during 2021, shows a study undertaken by traffic police.Two-wheeler riders accounted for most of the victims — while 328 were riders, 76 were pillion riders. The deceased also included 161 pedestrians.",https://timesofindia.indiatimes.com/city/bengaluru/651-died-in-roadaccidents-inbluru-last-year/articleshow/88906812.cms
61,"8 killed, 25 injured in Road accident in Karnataka's Tumakuru district",At least eight people were killed while more than 25 sustained injuries after a private bus they were traveling in toppled near Pavagada in Karnataka's Tumakuru district on Saturday morning.,https://timesofindia.indiatimes.com/city/bengaluru/8-killed-25-injured-in-road-accident-in-karnatakas-tumakuru-district/articleshow/90317556.cms
62,Six die in Road accident in Karnataka,,https://timesofindia.indiatimes.com/city/bengaluru/six-die-in-road-accident-in-karnataka/articleshow/86142111.cms
63,Parents donate eyes of teen killed in Road accident in Bengaluru,"Abhishek R, 19, died after his bike collided with a mini goods vehicle at Budihal Cross, near Nelamangala, on Tumakuru Road on Wednesday. His parents Ramesh K and Bhagyamma from Kuluvanahalli donated his eyes.",https://timesofindia.indiatimes.com/city/bengaluru/parents-donate-eyes-of-teen/articleshow/88886325.cms
64,Karnataka: Three killed in Road accident,"According to the police, two mechanics and a driver had travelled from Bengaluru for the repair of a 12-wheel truck that was stranded for the past three days after a breakdown. As they were engaged in the repair of the truck at its rear, they were hit by a goods transport vehicle.",https://timesofindia.indiatimes.com/city/mangaluru/karnataka-three-killed-in-road-accident/articleshow/85775730.cms
65,Four killed in Road accident in Karnataka's Udupi district,Preliminary reports suggest that the incident was reported at the fifth curve (from the Someshwara side) of Agumbe Ghat. The deceased are learnt to be residents of Karkala.,https://timesofindia.indiatimes.com/city/mangaluru/four-killed-in-road-accident-in-karnatakas-udupi-district/articleshow/87369041.cms
66,Karnataka: 5 of a family killed in autorickshaw-tipper collision in Mandya,"Police said the accident occurred near Nelamakanahalli Gate and identified the deceased as Muttamma, 45, president of Bandura gram panchayat; daughter Basammanni, 30; son Venkatesh, 25; and Basammanni’s children Chamundeshwari, 8, and a two-year-old son.",https://timesofindia.indiatimes.com/city/bengaluru/karnataka-5-of-a-family-killed-in-autorickshaw-tipper-collision-in-mandya/articleshow/87805370.cms
67,Karnataka: 15-year-old dies in Road accident,A 15-year-old boy died after an LPG tanker hit the scooter he was riding pillion near a chicken stall in Uppinangady of Puttur traffic police limits on Monday. Police said the deceased has been identified as Adhwith.,https://timesofindia.indiatimes.com/city/mangaluru/karnataka-15-year-old-dies-in-road-accident/articleshow/85980706.cms
68,14% dip in Road accident deaths in 2020 compared to 2019: NCRB,"There was a 14% dip in the number of deaths due to Road accidents across the country in 2020 compared to 2019, a comparison of data for the two years data from National Crime Record Bureau (NCRB).",https://timesofindia.indiatimes.com/city/bengaluru/14-dip-in-road-accident-deaths-in-2020-compared-to-2019-ncrb/articleshow/87691879.cms
69,3 Tamil Nadu residents die in road mishap in Karnataka's Chamarajanagar,Three people from Tamil Nadu were killed and several others sustained injuries after the tempo vehicle they were travelling in veered onto the wrong side of the road and fell into a gorge in Karnataka's Chamarajanagar early on Friday.,https://timesofindia.indiatimes.com/city/bengaluru/3-tamil-nadu-residents-die-in-road-mishap-in-karnatakas-chamarajanagar/articleshow/80166593.cms
70,Fatal Road accidents: E-trials see drop in case pendency in Karnataka,"Pendency of fatal Road accidents cases in trial courts has fallen across the state, Karnataka police records show.",https://timesofindia.indiatimes.com/city/bengaluru/fatal-road-accidents-e-trials-see-drop-in-case-pendency-in-karnataka/articleshow/86634549.cms
71,Actor Sanchari Vijay critical after Road accident in Bengaluru,"National awardwinning Kannada film actor Sanchari Vijay, 38, sustained severe injuries after his bike skidded at L&T South City, JP Nagar 7th Phase late Saturday night. His friend Naveen, 42, also sustained injuries. The bike hit an electric pole before coming to a halt.",https://timesofindia.indiatimes.com/city/bengaluru/actor-sanchari-vijay-critical-after-road-accident-in-bengaluru/articleshow/83499214.cms
