sno,h,sub_h,link
95,Student dies in Road accident,,https://timesofindia.indiatimes.com/city/hyderabad/student-dies-in-road-accident/articleshow/74680681.cms
96,Hyderabad: Seven killed in Road accident on Outer Ring Road during lockdown,Seven persons were killed in a Road accident after a goods vehicle was hit by a lorry on the Outer Ring Road (ORR) on Saturday.,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-seven-killed-in-road-accident-on-outer-ring-road-during-lockdown/articleshow/74858839.cms
97,"Hyderabad techie, parents die in accident in Dallas","An information technology (IT) professional, G Bharath Reddy from Hyderabad, and his parents have died in a Road accident in Dallas, Texas in the USA. Bharat Reddy’s sister G Mounika Reddy, also a software engineer and working there, has suffered critical injuries.",https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-techie-parents-die-in-accident-in-dallas/articleshow/79482365.cms
98,Constable killed in Road accident,,https://timesofindia.indiatimes.com/city/hyderabad/constable-killed-in-road-accident/articleshow/74348052.cms
99,Hyderabad: Youth dies in Road accident at Nallakunta,A 23-year-old private employee was killed in a Road accident at Nallakunta early on Monday morning. Police suspect the man was drunk driving and the vehicle skidded while he was over speeding on the road.,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-youth-dies-in-road-accident-at-nallakunta/articleshow/77487367.cms
100,Marketing exec dies in road mishap,,https://timesofindia.indiatimes.com/city/hyderabad/marketing-exec-dies-in-road-mishap/articleshow/79291727.cms
101,3 persons killed in Road accident,,https://timesofindia.indiatimes.com/city/hyderabad/3-persons-killed-in-road-accident/articleshow/75782503.cms
102,8 people killed in separate mishaps,,https://timesofindia.indiatimes.com/city/hyderabad/8-people-killed-in-separate-mishaps/articleshow/75877471.cms
103,Hyderabad: Elderly man dies in Road accident,An elderly man died after his two-wheeler was dashed by an unknown car while he was on his way back home from the vegetable market. The incident occurred at LB Nagar limits on Saturday.,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-elderly-man-dies-in-road-accident/articleshow/77169722.cms
104,Telangana: Farmer killed in Road accident,"A 45-year-old farmer died and his 15-year-old son sustained injuries when their motorbike was hit by a Bolero at Keshampet on the city outskirts on Tuesday. Following the mishap, police removed a boulder from the accident spot to prevent further mishaps.",https://timesofindia.indiatimes.com/city/hyderabad/farmer-killed-in-road-accident/articleshow/75459571.cms
105,Telangana: Four dead in Road accident in Mahabubabad,,https://timesofindia.indiatimes.com/city/hyderabad/telangana-four-dead-in-road-accident-in-mahabubabad/articleshow/76996548.cms
106,25-year-old dies in bike accident,,https://timesofindia.indiatimes.com/city/hyderabad/25-year-old-dies-in-bike-accident/articleshow/78725733.cms
107,Telangana: One dies in Road accident at Jagtial,A 42-year-old businessman died and his friend suffered severe injuries in a Road accident at Jagtial district on Sunday. The mishap occurred when a tipper crashed into their car.,https://timesofindia.indiatimes.com/city/hyderabad/telangana-one-dies-in-road-accident-at-jagtial/articleshow/76370575.cms
108,37-yr-old man dies in bike accident,,https://timesofindia.indiatimes.com/city/hyderabad/37-yr-old-man-dies-in-bike-accident/articleshow/78354278.cms
109,Hyderabad: Constables injured in Road accident,,https://timesofindia.indiatimes.com/city/hyderabad/constables-injured-in-road-accident/articleshow/74719264.cms
110,Pregnant woman dies in accident,,https://timesofindia.indiatimes.com/city/hyderabad/pregnant-woman-dies-in-accident/articleshow/78244090.cms
111,Pedestrians make up 30% of Road accident victims in city,,https://timesofindia.indiatimes.com/city/hyderabad/pedestrians-make-up-30-of-road-accident-victims-in-city/articleshow/77967345.cms
112,Hyderabad: Four die in two Road accidents,Tragedy struck the family of a migrant workers when the two-wheeler they were travelling on met with an accident on NH-65 at Choutuppal in the Yadadri Bhuvanagiri district of Telangana on Thursday.,https://timesofindia.indiatimes.com/city/hyderabad/hyderabad-four-died-in-two-road-accidents/articleshow/75760246.cms
113,Telangana: Auto driver killed in Road accident,University of Hyderabad,https://timesofindia.indiatimes.com/city/hyderabad/auto-driver-killed-in-road-accident/articleshow/75746871.cms
114,Telangana: Couple killed in Road accident,A couple was killed after a speeding lorry hit the car they were travelling in near Penchikalapeta village crossroads in Elkaturthy mandal of Warangal Urban district on Sunday.,https://timesofindia.indiatimes.com/city/hyderabad/couple-killed-in-road-accident/articleshow/74165751.cms
115,2 die in Road accidents in city,,https://timesofindia.indiatimes.com/city/hyderabad/2-die-in-road-accidents-in-city/articleshow/73852876.cms
116,3 motorists die in separate accidents,,https://timesofindia.indiatimes.com/city/hyderabad/3-motorists-die-in-separate-accidents/articleshow/77472396.cms
