sno,h,sub_h,link
64,"Upset over Road accident, 27-year-old kills self","A 27-year-old man, Rahul Patwal, hanged himself to death in the forest near Lambidhar on Sunday. Before taking the extreme step, the man, a resident of Mussoorie, informed his family members over a phone call.",https://timesofindia.indiatimes.com/city/dehradun/upset-over-road-accident-27-year-old-kills-self/articleshow/81499260.cms
65,"Woman dead, husband hurt in Road accident in Nainital","A 46-year-old woman, identified as Dhana Mishra, died and her husband Vallabh Mishra sustained critical injuries in a Road accident in Nainital on Sunday. The woman and her husband, residents of Halduchaur area of Nainital district, were on a motorbike when a car coming from behind hit their vehicle. The couple was going to collect fodder when the accident took place, said the police.",https://timesofindia.indiatimes.com/city/dehradun/woman-dead-husband-hurt-in-road-accident/articleshow/79236602.cms
66,"Two-year-old dies, six others hurt in Road accident",,https://timesofindia.indiatimes.com/city/dehradun/two-year-old-dies-six-others-hurt-in-road-accident/articleshow/80739397.cms
67,Dehradun: 30-year-old killed in Road accident,A 30-year-old man was killed in an accident after his scooter collided head-on with another two-wheeler in front of a private college in Selaqui area of Dehradun on late Wednesday.,https://timesofindia.indiatimes.com/city/dehradun/30-year-old-killed-in-road-accident/articleshow/78302829.cms
68,13-year-old boy among 3 killed in 2 Road accidents,,https://timesofindia.indiatimes.com/city/dehradun/13-year-old-boy-among-3-killed-in-2-road-accidents/articleshow/79980304.cms
69,Deaths in Road accidents dip by over 17% in Uttarakhand in 2019,"In some good news pertaining to road safety in the Himalayan state, the numbers of Road accidents and related causalities have seen a drop last year as compared to 2018.",https://timesofindia.indiatimes.com/city/dehradun/deaths-in-road-accidents-dip-by-over-17-in-ukhand-in-2019/articleshow/73562005.cms
70,Dehradun: Couple on way to Gurudwara killed in Road accident,"A speeding truck in the Kichha area of Udham Singh Nagar district ran over a bike borne couple on the Sitarganj-Kashipur highway on Sunday. According to police, the accident took place in the morning at around 11 am when the couple was going from Sitarganj to Nanakmatta Gurudwara.",https://timesofindia.indiatimes.com/city/dehradun/couple-on-way-to-gurudwara-killed-in-road-accident/articleshow/74273132.cms
71,32 killed in dumper-related accidents in Dehradun this year,At least 32 people were killed and over two dozen were injured in Dehradun in accidents that involved either speeding dumpers or trucks this year.,https://timesofindia.indiatimes.com/city/dehradun/32-killed-in-dumper-related-accidents-in-dehradun-this-year/articleshow/70440033.cms
72,31-year-old dies in Road accident,"A 31-year-old man died after his vehicle was hit by a truck in Clement Town area of the capital, on Thursday. The impact was so great that the vehicle was left completely crushed and caused traffic jam in the area.",https://timesofindia.indiatimes.com/city/dehradun/31-year-old-dies-in-road-accident/articleshow/70488231.cms
73,Three dead in Road accident,,https://timesofindia.indiatimes.com/city/dehradun/three-dead-in-road-accident/articleshow/66984832.cms
74,‘Take steps to check causalities in Road accidents involving dumpers’,,https://timesofindia.indiatimes.com/city/dehradun/take-steps-to-check-causalities-in-road-accidents-involving-dumpers/articleshow/72354504.cms
75,"158 underage drivers killed in Road accidents in last 3 yrs in U’khand, traffic directorate to start drive against menace",,https://timesofindia.indiatimes.com/city/dehradun/158-underage-drivers-killed-in-road-accidents-in-last-3-yrs-in-ukhand-traffic-directorate-to-start-drive-against-menace/articleshow/81556225.cms
