sno,h,sub_h,link
79,Bhopal: Misrod sees highest 150 Road accidents in 2021,Misrod was the most accident-prone zone in the city followed by Habibganj and Govindpura during 2021.,https://timesofindia.indiatimes.com/city/bhopal/misrod-sees-highest-150-road-accidents-in-2021/articleshow/91358031.cms
80,Good samaritan scheme kicked off for Road accident victims,"""Good samaritan"" scheme has been implemented by the surface transport ministry of the government of India to encourage people to bring persons injured in a road mishap to hospitals.",https://timesofindia.indiatimes.com/city/bhopal/good-samaritan-scheme-kicked-off-for-road-accident-victims/articleshow/91272946.cms
81,Seven killed in three Road accidents in MP,"Seven persons were killed and four others suffered injuries in three Road accidents that took place in Damoh, Mandla and Ratlam districts of Madhya Pradesh, police said on Sunday.",https://timesofindia.indiatimes.com/city/bhopal/seven-killed-in-three-road-accidents-in-mp/articleshow/88939711.cms
82,"Madhya Pradesh: 6 killed, 25 injured as passenger bus collides with truck","Six persons were killed and 25 others injured, five of them seriously, when a passenger bus carrying them collided with a truck in Betul district of Madhya Pradesh on Wednesday, a police official said.",https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-6-killed-25-injured-as-passenger-bus-collides-with-truck/articleshow/88031787.cms
83,Bhopal: 4 women cops injured after being hit by car; driver held,"""The four women police constables were walking down to their place after watching a movie, when the speeding car knocked them down around 12.30 am. All of them were admitted to a hospital, where the condition of three of them is stated to be critical,"" TT Nagar police station inspector Chan Singh Raghuvanshi told PTI.",https://timesofindia.indiatimes.com/city/bhopal/bhopal-4-women-cops-injured-after-being-hit-by-car-driver-held/articleshow/89848045.cms
84,"Madhya Pradesh: On his way to polling booth, cop dies in Road accident in Alirajpur district","A 28-year-old police constable posted to Udaigarh police station has died in a Road accident on Friday night on his way to polling station in Alirajpur district, police said. The deceased was identified as Maneesh Nayak,28, resident of Jhabua district.",https://timesofindia.indiatimes.com/city/indore/on-his-way-to-polling-booth-cop-dies-in-road-accident/articleshow/92465657.cms
85,"Bhopal: Minor driver dead, 2 injured in a Road accident","A 15-year-old scooter-borne boy died while his two friends sustained injuries after they met with an accident in Chhola locality on Monday evening. The minors were rushed to a hospital, where one of them was declared dead on arrival while the other two are undergoing treatment.",https://timesofindia.indiatimes.com/city/bhopal/minor-driver-dead-2-injured-in-a-road-accident/articleshow/90385003.cms
86,Child among 4 killed in Road accidents in Bhopal,A 61-year-old man was knocked down by a speeding bike while he was returning home from Berasia locality on Friday evening. The elderly man sustained severe injuries and was rushed to a hospital where he was declared dead on arrival. Acting on information Berasia police registered a case against the errant bikerider and started the investigation.,https://timesofindia.indiatimes.com/city/bhopal/child-among-4-killed-in-road-accidents-in-bhopal/articleshow/88498901.cms
87,Four including newly-wed couple die in Road accident in Ratlam,Four persons including a newly married couple have died and one sustained injury in a Road accident in Ratlam district on Monday on their way to Jaipur afternoon just nine days after their marriage.,https://timesofindia.indiatimes.com/city/indore/four-including-newly-wed-couple-die-in-road-accident-in-ratlam/articleshow/89578117.cms
88,"MP: 24-year-old dies, 3 others critically injured in Road accident","A 24-year-old man died, while three others were critically injured after their speeding car lost control and rammed into the divider on bypass road in Sukhi Sewania locality on Friday night. All four were going to celebrate birthday party of one of them at a dhaba on city outskirts.",https://timesofindia.indiatimes.com/city/bhopal/mp-24-year-old-dies-3-others-critically-injured-in-road-accident/articleshow/88491707.cms
89,"Despite strict lockdown, Road accidents up this year in Indore","Despite a strict lockdown due to the second wave of Covid-19, Indore has witnessed an increase in the number of Road accidents and casualties in the first five months of this year.",https://timesofindia.indiatimes.com/city/indore/despite-strict-lockdown-road-accidents-up-this-year-in-indore/articleshow/83581758.cms
90,60-yr-old among 2 killed in Indore Road accidents,Two persons were killed in different Road accidents reported late on Tuesday night. A 60-year-old woman died while two others were injured in a motorcycle crash that took place in the limits of Azad Nagar police station.,https://timesofindia.indiatimes.com/city/indore/60-yr-old-among-2-killed-in-indore-road-accidents/articleshow/88721892.cms
91,"MP: Two killed, 14 injured after pick-up truck overturns in Satna","The victims were returning from a pilgrimage in Maihar when the speeding pick-up truck overturned at Sagauni village under Ramnagar police station area, about 80 km from the district headquarters, Maihar sub-divisional officer of police (SDOP) Himali Soni said.",https://timesofindia.indiatimes.com/city/bhopal/mp-two-killed-14-injured-after-pick-up-truck-overturns-in-satna/articleshow/87649775.cms
92,"Madhya Pradesh: 4 killed, 2 injured in roads accidents in Sehore, Betul","Two men, aged 30 and 28, were killed when their speeding car, which was on its way from Nasrullaganj to Bhopal, collided with a roadside tree near Semri village in Sehore on Friday night, Additional Superintendent of Police Sameer Yadav said.",https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-4-killed-2-injured-in-roads-accidents-in-sehore-betul/articleshow/87556035.cms
93,Madhya Pradesh: Forest guard among 4 killed in two Road accidents,"A police squad on patrolling duty spotted a badly damaged car in the wee hours of Tuesday and found three bodies inside it on the National Highway 44 near Bandri town in Sagar district, Bandri Police Station in-charge Dharmendra Gurjar told PTI.",https://timesofindia.indiatimes.com/city/bhopal/madhya-pradesh-forest-guard-among-4-killed-in-two-road-accidents/articleshow/89276841.cms
